index,mu
624,0.6799713896919353
625,0.6741056942025059
626,0.6683793991764748
627,0.6624156545168463
628,0.6568580219757985
629,0.651427093192251
630,0.6459481608524775
631,0.6408859442045216
632,0.6365532206822788
633,0.6311843420968148
634,0.6262853032074436
635,0.6212443428315546
636,0.6160110922997015
637,0.6114439575562847
638,0.6071745583896149
639,0.6033198492497904
640,0.5990584781206278
641,0.5940827328203524
642,0.5895788037896188
643,0.5849328994431773
644,0.5800695589184961
645,0.5759803418267153
646,0.5715573064623467
647,0.5668989734544527
648,0.5632411358882459
649,0.5595820578832855
650,0.5557252061953104
651,0.5517863882981706
652,0.5482353069887633
653,0.5446720010665982
654,0.5416083352487917
655,0.5383897991495459
656,0.5347391173590581
657,0.5307731550539485
658,0.5274211992745941
659,0.5235002741801928
660,0.5201814883938034
661,0.5170649722296929
662,0.5135904753092289
663,0.5106244229875367
664,0.5069907474887072
665,0.5040060707641003
666,0.5009517634723808
667,0.4978986745181717
668,0.49517060343078034
669,0.4920561866640343
670,0.48918319270597577
671,0.4859333422642691
672,0.4833108790617835
673,0.4805190368917469
674,0.4779648769949596
675,0.4753762593829882
676,0.4727341318735365
677,0.470142719424804
678,0.46769927941683775
679,0.46507856435197614
680,0.4621785237304763
681,0.4597565821198051
682,0.4573220154177968
683,0.45516549162002895
684,0.4526184820340924
685,0.45036006884736146
686,0.4481953754576431
687,0.4461080920021585
688,0.443759411807622
689,0.4415198300572043
690,0.43960778312971494
691,0.4372642819592931
692,0.43521966763964515
693,0.43322757341979523
694,0.4312402228724921
695,0.4291701799988614
696,0.42726050330605725
697,0.4252494878652924
698,0.42322091806377604
699,0.4212605419390878
700,0.4193152720300646
701,0.4174119987846767
702,0.41552297559102036
703,0.41390134256805355
704,0.41215742775116393
705,0.4104257953959318
706,0.40857653980728914
707,0.4070311610750732
708,0.4053562429266575
709,0.4037416980255677
710,0.4020848376383883
711,0.40041921809563985
712,0.39876409984937067
713,0.3972606867440911
714,0.3957743684153592
715,0.39433491448856683
716,0.39275232998588305
717,0.3912776056890481
718,0.3898837820188761
719,0.3882998376664828
720,0.38689226720733805
721,0.3854931853120296
722,0.3841648339550272
723,0.3828430896530357
724,0.3814508494796631
725,0.3802196274889753
726,0.3788253482424624
727,0.37750229163739935
728,0.3762830032920552
729,0.37503799175265584
730,0.37385431347658526
731,0.37256857298758383
732,0.3713259676695988
733,0.37018365372166895
734,0.3690248160300176
735,0.36780379605759506
736,0.36669078210856076
737,0.36558215554641316
738,0.36449059520966
739,0.36347467588826854
740,0.362414897268166
741,0.3612522528287043
742,0.36029620256353234
743,0.3592028083482697
744,0.3581141352619581
745,0.35719481464838054
746,0.35615284603437414
747,0.3552134097253903
748,0.3541989029964898
749,0.3532766832069074
750,0.3522957960591033
751,0.3513317990494127
752,0.350380476060117
753,0.34954697461822737
754,0.34871088951768336
755,0.34775914168576727
756,0.3468909349489806
757,0.34614953069057863
758,0.3453352059748771
759,0.34449610402913855
760,0.3437212857587142
761,0.3428331061375445
762,0.3420112650717233
763,0.3412183093662915
764,0.340433475966601
765,0.33972122525731985
766,0.338929325400239
767,0.3381949534847464
768,0.3374300463993738
769,0.3366444492566729
770,0.3359702110583336
771,0.3352275118752692
772,0.3345300518096592
773,0.3338505815865027
774,0.3331038601401235
775,0.3323746201992275
776,0.3316954687786795
777,0.3310587262902043
778,0.3304441971723526
779,0.32981947433041836
780,0.3291660899929636
781,0.3284779526603352
782,0.3278049477960654
783,0.32725155492929936
784,0.3266557696594845
785,0.3260555195763104
786,0.32540406229230445
787,0.3248614231943978
788,0.32425917992086184
789,0.3236297708635627
790,0.3231013861189356
791,0.32251225374242165
792,0.32193046474000875
793,0.3213879688629886
794,0.3208752777979593
795,0.3203437125989441
796,0.31974750219435455
797,0.319218073447318
798,0.31868482198055603
799,0.31814974832165577
800,0.3176926613737865
801,0.31717947833871785
802,0.3166232353532692
803,0.3161933247362767
804,0.31565348136835203
805,0.31525552118081146
806,0.31480872673320626
807,0.31436106964956534
808,0.31386742831179193
809,0.3134503004184137
810,0.31295683583831924
811,0.31256321778860885
812,0.3121364291711648
813,0.31162846899869634
814,0.31121998108961657
815,0.31073014952103484
816,0.3103803914849612
817,0.3099908620712042
818,0.3095708811488258
819,0.30911768290199526
820,0.3086252020039746
821,0.308168368728412
822,0.307768002855473
823,0.307417647376242
824,0.30707032775334664
825,0.3067196916290753
826,0.3063249126490173
827,0.3059492578606602
828,0.3056152138889192
829,0.30524352417963807
830,0.3049393615621765
831,0.30456123742039476
832,0.30417102169185095
833,0.30378267371106915
834,0.303424679035907
835,0.3031050242560165
836,0.3027277185703181
837,0.3023989884869147
838,0.30206162606615994
839,0.30178043158066004
840,0.3014895290678987
841,0.3011430581631438
842,0.3007915800004137
843,0.3004883249146475
844,0.30019872641185086
845,0.29987816104698295
846,0.2995532126667091
847,0.2992953676795689
848,0.29896049780462763
849,0.2986463093232088
850,0.29834759684215495
851,0.29806484684882983
852,0.29781898290282904
853,0.29756026453313655
854,0.29730433338124906
855,0.29704493309392177
856,0.29674848861776537
857,0.2964483614660198
858,0.2961360650386695
859,0.2958846859079105
860,0.2956598734433369
861,0.29539448459335915
862,0.29512019147756186
863,0.29483989655203313
864,0.2946065943544296
865,0.2943903922233533
866,0.2941220182141666
867,0.2938663776593915
868,0.2936451916910683
869,0.29337553445257725
870,0.2931421891747188
871,0.2929130578102168
872,0.2926679327222157
873,0.29244077648710176
874,0.2922307669835491
875,0.2919702155634418
876,0.2917484103198358
877,0.29152541420104505
878,0.29131881412104943
879,0.2910802744742611
880,0.2908407980981682
881,0.2906081951530646
882,0.2904320790589521
883,0.29022279209433965
884,0.2900171263695279
885,0.28983640738394634
886,0.28962161744667103
887,0.28941254703864994
888,0.2891977692644099
889,0.28896152251288476
890,0.2887796467420065
891,0.2886081246215346
892,0.28841513600666757
893,0.2882343889586947
894,0.2880325525529064
895,0.28781736156055726
896,0.2875967652728584
897,0.28742776713338447
898,0.28721459568240304
899,0.28698313227695915
900,0.28679829840784743
901,0.2866442301324301
902,0.2864975594085599
903,0.28631864419233954
904,0.28612751907589495
905,0.28597100124071617
906,0.28579457731508295
907,0.2855876351863753
908,0.28544896755922156
909,0.2852833241583548
910,0.28509993050485916
911,0.2849586958357333
912,0.2848042127828374
913,0.2846534184891971
914,0.2844839976614151
915,0.2843185453965311
916,0.284123913188977
917,0.28396910428264266
918,0.28382552906169
919,0.2836805790884127
920,0.28348747412070563
921,0.28329163533518953
922,0.28314338296151065
923,0.28299711972594577
924,0.2828470126993461
925,0.28271501907929686
926,0.2825879183526785
927,0.2824602598590895
928,0.2823321103999028
929,0.2822039667224072
930,0.2820954980515873
931,0.2819456215355811
932,0.28181764138006327
933,0.28169778320403216
934,0.28151045707593325
935,0.281384931838623
936,0.2812324049185624
937,0.2810917239544273
938,0.28098682778508066
939,0.2808463007722186
940,0.2806829330738936
941,0.280532229473182
942,0.28040043986022045
943,0.2802334842588905
944,0.2801177699193751
945,0.2799952486729089
946,0.27983789583530405
947,0.27968334761358604
948,0.2795741540090686
949,0.279468638778843
950,0.27932498124484817
951,0.2792133851356631
952,0.2790996609958083
953,0.27897921286956295
954,0.2788800180350375
955,0.27878155722639963
956,0.2786438580631845
957,0.2785500081717507
958,0.27844369197068297
959,0.27832292450083274
960,0.2782139037863349
961,0.27810953461194354
962,0.27798366139740405
963,0.2779170038338794
964,0.2778269623084306
965,0.27771541107574715
966,0.2775927486828602
967,0.2775026121874675
968,0.27737892997909896
969,0.2772839367009483
970,0.2771625405332374
971,0.2770947217818287
972,0.2770043901666841
973,0.2768781521946395
974,0.2767642962750885
975,0.27671871468905507
976,0.2766370304323802
977,0.2765643738090413
978,0.2764899780824501
979,0.27638691203469845
980,0.2762670526816835
981,0.2761933667669758
982,0.27605861157165545
983,0.27593503968562216
984,0.2758393970017896
985,0.27573050745961947
986,0.2756488035791056
987,0.27556600679755694
988,0.27546940652355545
989,0.2753786512266925
990,0.27530671484676184
991,0.2751907712128254
992,0.27511067684248736
993,0.27498629903348526
994,0.2748886319362649
995,0.27479989556171214
996,0.27471600281892083
997,0.2746498042215222
998,0.27454191198648803
999,0.27447760970963087
1000,0.2743940296346594
1001,0.27434414789143213
1002,0.2742764620177278
1003,0.2741814174271824
1004,0.2740924758346528
1005,0.274019202198756
1006,0.27393515604138385
1007,0.2738519383013558
1008,0.2737682975232365
1009,0.27370421777747667
1010,0.273626633182684
1011,0.27353593438605706
1012,0.27342219215252883
1013,0.27334014426376996
1014,0.27320378207631024
1015,0.27314262408746726
1016,0.2730453310757388
1017,0.2729548652511171
1018,0.27287278490233446
1019,0.2727594524759782
1020,0.2727025469051194
1021,0.27260600537051904
1022,0.27252527149996
1023,0.27242601334764105
1024,0.27236344994780937
1025,0.27229131333103274
1026,0.2722259179414226
1027,0.27215746356962844
1028,0.2720836564022202
1029,0.2720119893850792
1030,0.27193468729239
1031,0.2718415148502684
1032,0.27178336739326703
1033,0.2717063446047654
1034,0.2716336080521695
1035,0.2715441279152655
1036,0.2714993610040928
1037,0.27146060474174183
1038,0.2714134176080478
1039,0.2713372941433767
1040,0.2712808057857645
1041,0.27122813444529714
1042,0.27119898263392517
1043,0.2711453100077199
1044,0.27109395229537525
1045,0.2710458616265641
1046,0.2709641285819415
1047,0.2708870541252617
1048,0.2708470214743173
1049,0.27078520751270485
1050,0.27072530942800443
1051,0.27066450817136034
1052,0.27057181645132
1053,0.2705103683870471
1054,0.2704854270230317
1055,0.2704336089722972
1056,0.2703593441587411
1057,0.27028433456013246
1058,0.2702141111028269
1059,0.27014596517405987
1060,0.2701234172600624
1061,0.27006657910593224
1062,0.2700215683592835
1063,0.2699563265111298
1064,0.26988277832634755
1065,0.26983850839179024
1066,0.2697914340873746
1067,0.2697267597215349
1068,0.26965790248893917
1069,0.26959813964711077
1070,0.269539304798772
1071,0.2694843345148996
1072,0.26942574787432383
1073,0.2693835085515157
1074,0.2692912573354018
1075,0.2692414887385539
1076,0.26916164024952804
1077,0.2690963893852767
1078,0.2690479755084618
1079,0.26899331767122936
1080,0.2689324007556142
1081,0.26888184277838345
1082,0.26881197714124583
1083,0.26873716862035524
1084,0.2687043640807225
1085,0.2686565146820554
1086,0.268585897736483
1087,0.2685552144008445
1088,0.2685276188568706
1089,0.26848259565729404
1090,0.26844160762922664
1091,0.26838254268789985
1092,0.26832376982374306
1093,0.26828980707214733
1094,0.2682621718152156
1095,0.2682107210029452
1096,0.2681593398145732
1097,0.2681089070948872
1098,0.2680741302451106
1099,0.2680078155202499
1100,0.2679633776862502
1101,0.26792539210478084
1102,0.26789132683072725
1103,0.2678372989262183
1104,0.26778017402998433
1105,0.26773398191112663
1106,0.2676519256353227
1107,0.2676303780774776
1108,0.2675886923607891
1109,0.26752317548658655
1110,0.2674876641012929
1111,0.2674329333189138
1112,0.2673996129483709
1113,0.267337317207313
1114,0.267296795164641
1115,0.26725843596048926
1116,0.267224413635452
1117,0.26717795142520084
1118,0.267100737950978
1119,0.2670719395101975
1120,0.26701187896511125
1121,0.2669901506385546
1122,0.2669531010564228
1123,0.2669220359349429
1124,0.2668670228847534
1125,0.2668382962093965
1126,0.2668042594528579
1127,0.26675285147995065
1128,0.2666782236296077
1129,0.2666601167766398
1130,0.2666420559623941
1131,0.26659987035742216
1132,0.26654595561410477
1133,0.26648921734266606
1134,0.2664370595210035
1135,0.26639866823414193
1136,0.266338028183138
1137,0.26628685378932615
1138,0.2662447893719335
1139,0.2662027131956384
1140,0.26615631580682364
1141,0.2661064657493808
1142,0.26604105662121613
1143,0.266007389782823
1144,0.26597086833720973
1145,0.26593361463349785
1146,0.26590268971902953
1147,0.2658713514212403
1148,0.26583525211676573
1149,0.26576976485322024
1150,0.2657041819536723
1151,0.26567845260646195
1152,0.2656355595814208
1153,0.26563382780909084
1154,0.26557175331529304
1155,0.2655315386375825
1156,0.2654976921599721
1157,0.2654483022521381
1158,0.265412475273223
1159,0.2653427756573832
1160,0.2653177158631035
1161,0.26529024714692584
1162,0.2652325852402322
1163,0.26519327670980575
1164,0.2651313777275137
1165,0.26509409282651775
1166,0.2650480646933533
1167,0.26501628694514334
1168,0.26495527538644525
1169,0.26495799656336616
1170,0.2649343756117366
1171,0.26489156695285887
1172,0.2648415447064092
1173,0.2648069305705363
1174,0.26476155353889474
1175,0.2647319416543481
1176,0.2646888709729578
1177,0.26466093183078354
1178,0.2645925201220698
1179,0.26455530671744687
1180,0.2645153468580552
1181,0.2644754596661054
1182,0.26441185209293483
1183,0.2643772112761307
1184,0.26433697192052774
1185,0.26432955439430406
1186,0.26432322093999083
1187,0.2642913881288258
1188,0.26422381731182787
1189,0.26419689142913727
1190,0.26415286718122366
1191,0.2641129143969241
1192,0.264082292110807
1193,0.26403794750877996
1194,0.2640275667613423
1195,0.2639735864112458
1196,0.26393690817183013
1197,0.26389804910925463
1198,0.2638920569574552
1199,0.26384015715072895
1200,0.26381234552516775
1201,0.2637722771289017
1202,0.2637609871118505
1203,0.26372806111133573
1204,0.2636963646631949
1205,0.2636639537691594
1206,0.2636705017629586
1207,0.26364741112298473
1208,0.26360487679628153
1209,0.26357704544091276
1210,0.26354772502951507
1211,0.26354102377710387
1212,0.2634921353095965
1213,0.26346454069050496
1214,0.26343898285221834
1215,0.26340888131633533
1216,0.26336102988239585
1217,0.2633174650033969
1218,0.26327923933741926
1219,0.26325579372982144
1220,0.2632454814666001
1221,0.26317083583191625
1222,0.24491440829676314
1223,0.257512997200967
1224,0.27686528919586206
1225,0.2859792224959089
1226,0.2903293993085321
1227,0.2925822044317984
1228,0.2936301493155138
1229,0.29390525271866874
1230,0.2936359032667333
1231,0.2931196197371444
1232,0.2925864747850747
1233,0.2922197100577878
1234,0.2921215415932261
1235,0.2922512941528218
1236,0.29241383820169964
1237,0.29235239327186346
1238,0.2923057248083638
1239,0.2923497492456807
1240,0.29241650895147586
1241,0.2927178376729789
1242,0.2931056396860783
1243,0.29347046112721287
1244,0.29377476028021987
1245,0.2941553188031778
1246,0.2945759793088315
1247,0.2951534385233714
1248,0.2957305952587883
1249,0.29623986152234205
1250,0.2968554302914942
1251,0.29750277763256383
1252,0.2981194862395822
1253,0.29870855399172414
1254,0.2995935154812075
1255,0.30041006650213575
1256,0.30125993540083285
1257,0.30204668410531965
1258,0.30292162076416873
1259,0.30399868626222326
1260,0.30492600596844166
1261,0.3059322766535949
1262,0.30692249491777646
1263,0.30792868131601103
1264,0.3091590002822485
1265,0.3103393729149949
1266,0.3116141993923266
1267,0.31289366189150813
1268,0.3142338734944107
1269,0.3155612125574354
1270,0.31681524411487616
1271,0.3182160600970688
1272,0.31961363544715515
1273,0.32116393774297736
1274,0.3226989761578557
1275,0.32425157664304904
1276,0.32572584686712924
1277,0.3273354089952786
1278,0.32897232860974757
1279,0.3308950675574919
1280,0.33257115841655016
1281,0.3344758029953083
1282,0.33648239152655046
1283,0.3382674975173714
1284,0.34028639758158685
1285,0.34235419925532873
1286,0.34456060128746147
1287,0.34690482442381254
1288,0.34910429528692843
1289,0.35138585133599853
1290,0.3539109265566901
1291,0.3562017090823961
1292,0.3587024898561805
1293,0.36117861165853227
1294,0.3637804577671423
1295,0.3666033453480896
1296,0.369190361054894
1297,0.3719084075568422
1298,0.37468805229594027
1299,0.3774184411043523
1300,0.38040995747366724
1301,0.3833562806575699
1302,0.3862386345472151
1303,0.3891773038401247
1304,0.39236790907788854
1305,0.3955673426450128
1306,0.3986319418576706
1307,0.4017679393721061
1308,0.4048820976033487
1309,0.4080036983319866
1310,0.4115085391763722
1311,0.4154383639447311
1312,0.4190356592042681
1313,0.42263728688196134
1314,0.42623511965757155
1315,0.4298552803591621
1316,0.4335511572438374
1317,0.43736563515489724
1318,0.44143983359255534
1319,0.44551737983075523
1320,0.44956437638191593
1321,0.4536494614625868
1322,0.4577758302232584
1323,0.4619885615960234
1324,0.46620625423168216
1325,0.47054883340751896
1326,0.475002742082715
1327,0.4796310765065701
1328,0.48464142232554075
1329,0.48907845533766525
1330,0.49363738713078875
1331,0.49832831729083404
1332,0.5033195781248196
1333,0.5081667312597605
1334,0.5128673322005305
1335,0.517761948601917
1336,0.5230593159829688
1337,0.5278173722286061
1338,0.533035883775952
1339,0.5381598720561875
1340,0.5430959007227131
1341,0.548099601776337
1342,0.5528872321275629
1343,0.5579168904051621
1344,0.5625295057318501
1345,0.5671141259961976
1346,0.5720819569038476
1347,0.5767318342597882
1348,0.58121418006178
1349,0.5856402985933438
1350,0.5897254483560044
1351,0.5941873444051851
1352,0.5981019524479163
1353,0.6026609805511413
1354,0.6071251734425398
1355,0.6123419433573816
1356,0.6163395376755396
1357,0.6208967623098964
1358,0.6253581598548237
1359,0.62976978893597
1360,0.6340369755432229
1361,0.6391686746294041
1362,0.6433020374826768
1363,0.6478049168107527
1364,0.6520241090049843
1365,0.6564611192458553
1366,0.6610463028567678
1367,0.6656782912897102
1368,0.6702224749101047
1369,0.6747331336611291
1370,0.6794304799718476
1371,0.6839254294839036
1372,0.6877258008775382
1373,0.69181923883024
1374,0.6960649544075908
1375,0.7003471214153932
1376,0.7043163353145137
1377,0.7084830229884447
1378,0.7122804095887258
1379,0.7157029152449098
1380,0.7195865640774023
1381,0.7235250409209214
1382,0.7272504422643368
1383,0.730903038915705
1384,0.734901236145908
1385,0.7385087639678725
1386,0.7422554732144615
1387,0.7457392393820433
1388,0.7497115168547802
1389,0.7528901939273295
1390,0.756413152017497
1391,0.7595515768921995
1392,0.7631158032176524
1393,0.7668981264730689
1394,0.7703202713620622
1395,0.7739192661128997
1396,0.7777786172636773
1397,0.781293038421407
1398,0.7848078652456406
1399,0.7880126190057356
1400,0.7914789680591796
1401,0.7950308033084713
1402,0.7981592955105078
1403,0.8015059629070057
1404,0.8045640463774637
1405,0.8076486267507201
1406,0.8108283027393687
1407,0.8141078815979934
1408,0.8169905034098071
1409,0.8202582030746414
1410,0.8232607590455563
